ingresos,egresos,activos,pasivos,vol_trans,a_econ,edad,anos_afil,genero,estado_civil,ocupacion,nivel_estudio,tipo_vivienda,estrato,num_hijos,personas_cargo,special_test_1
2722872,1700000,140000000,38000000,816861,A6,65,20.9,F,CASADO,PENSIONADO,UNIVERSITARIO,PROPIA,E3,2,0,1.063770197
12600000,3000000,450000000,12000000,3780000,A2,64,0.6,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,0.07852550349
8400000,1600000,192000000,30000000,2520000,A2,62,3.7,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,0,3.070275796
3550000,850000,225500000,10000000,1065000,A6,62,1.1,F,VIUDO,PENSIONADO,UNIVERSITARIO,PROPIA,E4,3,1,1.002920176
3500000,1200000,180000000,95000000,1050000,A4,59,2.6,F,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,1,2,3.04639294
3615000,750000,60000000,7000000,1084500,A2,62,1.2,F,CASADO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,0.03256019283
5381001,2081304,218000000,50000000,1614300,A2,57,0.1,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,2.05753588
1527000,800000,4000000,500000,458100,A2,59,6.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,2.05933299
3999132,1000000,40000000,3800000,1199739,A2,59,1.1,F,VIUDO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,3.06368217
3800000,1300000,285000000,40000000,1140000,A4,58,14.3,F,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,2,1,3.024206034
4000000,1000000,0,0,1200000,A2,58,22.8,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,0,3.070405947
2300000,1300000,55000000,20000000,690000,A2,56,10.8,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,0.02913394194
5500000,2740000,90000000,11000000,1650000,A2,55,20.9,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,0.06498365105
5447060,2467000,191000000,35000000,1634118,A2,56,2.5,F,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E2,2,1,3.031500497
3300000,1900000,238000000,28000000,990000,A6,58,20.9,F,CASADO,PENSIONADO,UNIVERSITARIO,PROPIA,E3,3,0,3.079005857
10100000,4000000,250500000,70000000,3030000,A2,58,22,F,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,0,1,1.093437461
7499000,1200000,685000000,15000000,2249700,A2,55,0.9,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,0.06277663181
2739058,900000,23000000,6000000,821717,A2,58,0.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,0,2.078772279
6140000,2700000,365000000,130000000,1842000,A2,57,2.1,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,2.07875444
6200000,3100000,300000000,17000000,1860000,A2,52,2.7,F,VIUDO,EMPLEADO,ESPECIALIZACION,PROPIA,E2,3,1,3.038891881
3000000,1600000,141000000,15000000,900000,A2,58,14,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E2,2,2,0.02138624529
3167000,1500000,75000000,17000000,950100,A2,51,3.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,1.005469993
1583721,550000,305000000,19000000,475116,A2,53,6.2,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,0,1.048909194
1958224,950000,45000000,1000000,587467,A2,50,1.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,1,3.012790483
4059406,3300000,202000000,80000000,1217821,A2,51,9.4,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,0.06904186143
4540000,1050000,258000000,200000,1362000,A2,55,0.9,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,1.005309448
2711939,1400000,187000000,70000000,813581,A2,49,4.3,F,VIUDO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,3.054959698
2953000,800000,115000000,51700000,885900,A2,49,2,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,2,3.047133919
6900000,1084000,181172235,6000000,2070000,A4,49,10.5,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,1,0,1.080547014
2450000,900000,332500000,2000000,735000,A2,52,1.1,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,3,1,1.039255151
3495000,1000000,16000000,6000000,1048500,A2,50,0.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,1.054640446
2500000,900000,37000000,5000000,750000,A2,48,6.1,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,2,0,3.067659713
4000000,1200000,30000000,7000000,1200000,A2,48,18.8,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,0.002826532346
6866530,2300000,140000000,26000000,2059959,A2,48,7.8,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,1,1.050851677
4580000,1100000,70000000,20000000,1374000,A2,41,4.7,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,2.09232868
2500000,750000,120000000,20000000,750000,A2,36,0.4,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,3.028854398
2154000,1000000,243900000,60000000,646200,A2,35,10.4,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,0.02061646762
2978398,3500000,199000000,25000000,893519,A2,34,5.6,F,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,0.03742051475
0,2200000,20000000,4000000,0,A2,34,1.6,F,SOLTERO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,1,1,3.091592846
6000000,1424000,298200000,7000000,1800000,A4,34,1.7,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E4,1,0,3.04096397
5026000,1000000,113000000,30000000,1507800,A2,33,0.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.084562508
0,1184000,59000000,14000000,0,A2,33,2,F,UNION_LIBRE,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,2,0,1.055638004
3000000,300000,11000000,100000,900000,A2,32,6.2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,0,1,2.080657329
3000000,1300000,32000000,600000,900000,A4,32,5,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E2,2,1,1.080018226
7700000,2000000,325000000,20000000,2310000,A2,48,13,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,0,0.04899242434
0,1000000,95000000,5000000,0,A2,61,4.1,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,2,0,1.065010015
2600000,1000000,150000000,8000000,780000,A4,61,0.3,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,6,0,3.010549056
5400000,4000000,190000000,15000000,1620000,A2,77,12.2,M,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,4,2,1.096884683
8750000,900000,370000000,6000000,2625000,A4,64,9.6,F,CASADO,INDEPENDIENTE,TECN-TECNOL,PROPIA,E3,3,0,0.09162824257
6000000,3500000,525000000,120000000,1800000,A2,48,1.8,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,2,2.037758975
3000000,1600000,32000000,50000000,900000,A2,41,1.8,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,1.050691619
2445480,988000,50000000,3600000,733644,A2,32,1.6,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,0,2.066367626
3000000,1700000,75000000,10000000,900000,A2,69,11.4,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,1.012503722
2673000,1200000,260000000,4900000,801900,A2,71,30.2,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,0.08863887643
4013075,1434511,184000000,20000000,1203922,A2,62,5,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,2.071712535
3000000,1200000,220000000,300000,900000,A2,60,4.1,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E5,3,0,0.04236797311
2634485,600000,235000000,0,790345,A2,58,6.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,1,2.034352797
8900000,5500000,305000000,130000000,2670000,A2,58,30.2,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,1,1,0.003193883471
2745000,800000,264000000,5000000,823500,A2,58,15.7,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,2,0,1.050229249
6583584,1000000,252093000,7854300,1975075,A4,57,5.5,F,CASADO,INDEPENDIENTE,BACHILLERATO,FAMILIAR,E4,2,1,2.010119538
3958029,1500000,45000000,13000000,1187408,A2,31,0.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.05173457
4260000,1600000,350000000,34000000,1278000,A2,63,18.7,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,2,3.067976168
17000000,10000000,580000000,23000000,5100000,A2,54,4.2,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,2,1.055379544
7200000,3900000,315000000,54000000,2160000,A2,66,29.3,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,1,3.051517346
2799900,950000,28000000,10000000,839970,A2,38,0.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,2.001160514
4575000,2180000,933000000,170000000,1372500,A2,53,15.3,F,SOLTERO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,1,1,2.03123861
7200000,4530000,115600000,3504680,2160000,A2,51,5.1,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,2,0,3.001861943
4000000,1900000,95000000,20000000,1200000,A2,48,10,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,1.064553614
25000000,12000000,528000000,200000000,7500000,A2,45,11.4,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,0,0,1.0494895
2310581,1100000,114000000,36000000,693174,A2,44,6.9,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,2.047617963
6784294,2650000,393000000,600000,2035288,A2,42,1.3,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E5,2,0,0.07925175965
0,3000000,212000000,30000000,0,A2,41,0.1,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,1,2.002877019
7712000,2100000,480000000,20000000,2313600,A2,40,3.8,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,1.022856271
2715000,730000,33300000,2000000,814500,A2,39,1.8,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.085324127
4200000,300000,44920000,0,1260000,A2,42,2.8,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,1,3.092358395
5000000,3000000,16000000,3600000,1500000,A2,42,0.8,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,2,2,2.026490876
8900000,4200000,98000000,55000000,2670000,A2,36,0.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,0,0,0.02339897146
3376080,1282000,192000000,3900000,1012824,A2,34,0.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,1,3.09935115
7110668,3640000,220000000,45000000,2133200,A2,33,0.1,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E2,1,0,1.072389527
2850000,850000,26000000,5000000,855000,A2,32,0.3,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,0,2.079605876
4473640,2900000,60000000,18000000,1342092,A2,31,0.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,0,0,3.006051402
4000000,820000,32000000,9000000,1200000,A2,31,0.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.099225585
4200000,500000,80000000,0,1260000,A4,57,7.5,F,CASADO,INDEPENDIENTE,ESPECIALIZACION,PROPIA,E3,2,2,3.043687818
0,5400000,463580000,50000000,0,A4,48,0.2,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,3,0,2.036662964
9430000,2800000,245000000,15000000,2829000,A2,45,0.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,2,1,2.012665574
3102292,1300000,52000000,14600000,930687,A2,34,2.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,0.06480782872
1800000,700000,27500000,16000000,540000,A2,43,0.1,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,1,0,0.05580573181
1700000,800000,4000000,2000000,510000,A2,31,0.3,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,3,3,2.082542035
3200000,1100000,142300000,4000000,960000,A4,48,3.1,F,UNION_LIBRE,INDEPENDIENTE,TECN-TECNOL,PROPIA,E2,2,0,3.085730224
4200000,1000000,102000000,0,1260000,A2,47,0.6,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,1,1.088662054
2512000,800000,21600000,0,753600,A2,46,0.5,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E2,3,1,1.015684138
1500000,600000,6000000,700000,450000,A2,47,2.7,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,1,1,0.01797202803
1871821,765000,170000000,4000000,561546,A2,45,1.7,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,2,2,0.008950885266
4220000,820000,233000000,6000000,1266000,A2,45,7,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,2,0,1.048510375
1714418,600000,157000000,300000,514325,A2,45,4.7,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,3,2.079700287
3414933,900000,115500000,20000000,1024479,A2,45,11.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,1,3.006158057
3400000,620000,43500000,1000000,1020000,A2,45,0.2,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,3.046957179
4000000,2300000,80000000,30000000,1200000,A2,44,6,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,1,2.038286875
4000000,2000000,81000000,12000000,1200000,A2,44,13.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.090350798
4000000,3000000,233000000,20000000,1200000,A2,44,0.5,F,SOLTERO,EMPLEADO,TECN-TECNOL,PROPIA,E3,1,1,3.00164124
1492462,700000,89500000,2000000,447738,A2,45,1.8,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,1,2.081402914
1472000,1600000,253000000,15000000,441600,A2,43,1.7,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,3.011307097
1664074,704000,435000000,5000000,499222,A2,42,12,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,2.067335275
2634760,1800000,87300000,21000000,790428,A2,41,2,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,0,2.027406767
5100000,2100000,100000000,8000000,1530000,A2,41,14.5,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,1.065724627
2000000,1000000,40000000,0,600000,A2,41,1.2,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,1.014068651
2500000,1500000,200000000,5000000,750000,A4,41,0.3,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E4,2,0,0.08780619599
1398030,400000,30000000,7000000,419409,A2,41,5,F,VIUDO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,0,0,0.09125593482
2121500,760000,181500000,20000000,636450,A2,39,3.3,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,1,3.045824211
2634354,1400000,190000000,7000000,790306,A2,39,1.4,F,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E4,1,1,2.014198536
4600000,1400000,238000000,15000000,1380000,A2,43,2.4,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,2,2.015550672
2445480,1900000,133500000,42000000,733644,A2,33,1.6,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,1,1.057457697
2634354,1700000,93500000,68000000,790306,A2,36,2.1,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,0.01894123471
0,1400000,15000000,8000000,0,A4,30,0.5,F,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,0,0,0.05106283797
2000000,1000000,12000000,500000,600000,A2,31,2.6,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,0.06386973574
6371100,2300000,180000000,43000000,1911330,A2,36,3.8,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,2,1.014695373
2792600,1300000,8000000,3000000,837780,A2,55,13.8,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,0.02798057508
2923000,1020000,202000000,10700000,876900,A2,44,0.8,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,0.06255437916
2400000,1000000,74800000,22000000,720000,A2,39,1.6,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,2,0,3.001920739
5000000,2800000,332000000,10000000,1500000,A2,47,4.3,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,2,2.006324175
8036882,2700000,190000000,5180000,2411064,A2,42,15.1,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,3,2,1.013561018
1800000,800000,6000000,1500000,540000,A2,39,0.3,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,2,1.066573992
6000000,1500000,273000000,0,1800000,A2,44,1.7,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,3.03928853
2346657,1100000,40000000,2000000,703997,A2,31,1.5,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,0,0,0.0139551207
0,6000000,21000000,25000000,0,A2,41,5.2,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,3,0.07105039838
1600000,700000,0,0,480000,A4,39,5.6,M,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E4,0,0,0.0007210086161
3149000,1300000,95000000,43000000,944700,A2,46,10.2,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,2.048551008
2372082,1334000,110000000,52000000,711624,A2,46,13.7,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,2,0.01038101357
2418255,1345000,224500000,45000000,725476,A2,46,12.8,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,0.08485298217
15000000,2620000,270000000,25000000,4500000,A4,45,5.6,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,2,2,1.048708614
1800000,650000,203680000,4000000,540000,A2,45,6.7,M,UNION_LIBRE,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,0,1,0.01060468701
3630000,2250000,95000000,20000000,1089000,A2,45,2,M,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,3,0.0228600702
9000000,7000000,800000000,300000000,2700000,A4,45,0.3,M,SOLTERO,INDEPENDIENTE,ESPECIALIZACION,PROPIA,E3,2,1,2.037214627
2500000,1074000,55000000,74000,750000,A2,45,4.3,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,3,3,3.007019667
1765000,1300000,172000000,40000000,529500,A2,44,1.6,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,3,3,3.092515901
9500000,4100000,121000000,100000000,2850000,A2,43,0.4,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,2,0.0727728459
2363041,1450000,80000000,25000000,708912,A2,43,11.3,M,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,3.013811415
1800000,550000,48000000,1200000,540000,A2,43,0.2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,2.070318639
3000000,1000000,8000000,670000,900000,A2,43,0.4,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,2.09266326
2100000,1000000,60000000,100000,630000,A2,42,2.6,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,1,1,2.082668077
4931727,1150000,53000000,4000000,1479518,A2,42,2.2,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E1,3,4,0.05338735415
3438700,1200000,0,0,1031610,A2,42,4.2,M,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E4,0,0,2.03913526
4900000,1200000,361000000,27000000,1470000,A2,42,12.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.012936996
3848000,1200000,27000000,26000000,1154400,A2,41,9.9,M,CASADO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,3.066713064
24877195,9000000,582000000,200000000,7463158,A2,41,1.9,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,0,0,1.013706772
2500000,1130000,50000000,16600000,750000,A2,40,14.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E4,0,0,2.078335539
7000000,2450000,193000000,3500000,2100000,A2,40,1.8,M,CASADO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,2,2,2.042760809
0,400000,206000000,0,0,A4,39,3.5,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E4,0,0,3.045564219
3700000,1200000,67000000,2500000,1110000,A2,39,0.5,M,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,PROPIA,E2,2,2,2.051087037
5000000,3000000,210000000,100000000,1500000,A4,39,2,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E4,2,2,2.079895757
2200000,480000,32000000,4800000,660000,A2,39,0.5,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,3,3.064701871
18000000,6400000,420000000,157000000,5400000,A2,37,5.6,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E5,1,1,0.05167340214
1236000,290000,15400000,600000,370800,A2,35,5.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,0.03577722182
2268844,2200000,450000000,77000000,680653,A2,35,9,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,2,1.008495051
6800000,2000000,29000000,3000000,2040000,A2,35,0.4,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,0,0,3.016434569
8500000,1000000,47000000,600000,2550000,A2,34,0.4,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,1,3,2.016045684
2195873,800000,210000000,1300000,658761,A2,34,1.2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,0,0,0.05044834208
2600000,500000,21000000,0,780000,A2,34,4.9,M,SOLTERO,EMPLEADO,MASTER,FAMILIAR,E3,0,0,1.033442253
1706870,650000,20100000,7000000,512061,A2,34,4.1,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,1,3.06882363
2200000,500000,24500000,5200000,660000,A2,34,0.3,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,0,0,3.052464136
4296500,1500000,215000000,40000000,1288950,A2,34,1.6,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,2.044060789
2300000,1000000,5000000,2700000,690000,A2,34,0.3,M,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,4,4,3.075452543
3269426,1300000,93000000,66000000,980827,A2,32,1.7,M,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,1.004892277
7253300,1500000,74000000,50000000,2175990,A2,33,0.1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,3.080197291
6734000,1828000,133113000,59000000,2020200,A2,32,0.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,0,0,0.03837459767
1500000,620000,8000000,2000000,450000,A2,31,0.3,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,0,0,2.02178963
6805000,3500000,628000000,35000000,2041500,A2,31,2.1,M,SOLTERO,EMPLEADO,ESPECIALIZACION,PROPIA,E5,0,0,2.009441001
1650000,1030000,52500000,10000000,495000,A2,30,2.4,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E2,2,2,0.05120490318
979573,550000,83000000,3000000,293871,A2,31,2.3,M,UNION_LIBRE,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,1,1,1.009368137
1500000,300000,3500000,0,450000,A2,30,2.2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.088288986
2500000,600000,44500000,2000000,750000,A2,30,0.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,2,3.004082601
5743600,4400000,917000000,57500000,1723080,A2,54,11.3,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,2,3.072857614
16500000,13800000,850000000,750000000,4950000,A2,47,1.1,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,4,4,3.0908309
9901776,3500000,495000000,0,2970532,A2,47,12.8,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,3,0.03177785143
15000000,8700000,60000000,50000000,4500000,A2,41,1,M,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,PROPIA,E5,0,2,3.087459099
4400000,2000000,225000000,50000000,1320000,A2,41,9.7,M,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,0.04218615823
3500000,800000,176000000,0,1050000,A2,39,4.3,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,1,3.072395967
3000000,1800000,164000000,0,900000,A2,40,4.4,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,3.041407565
3300000,1700000,128000000,23000000,990000,A2,37,9,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,2,3.065406189
5543000,450000,70000000,0,1662900,A2,34,0.2,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,1,3.032675753
2450000,900000,57000000,1000000,735000,A2,31,0.6,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,0.08927781638
2000000,650000,28300000,3500000,600000,A2,59,11.5,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,0,0.06241388363
4856000,2300000,167000000,45000000,1456800,A2,50,19,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,2,3,3.080830789
4563577,4200000,112250000,20000000,1369073,A2,43,6.5,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,1.099621248
